PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P367
Station name, NewprtAir_OR2007
Begin Date, 2007-02-14
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P367.pbo.nam08.pos
Offset from source file, 36.11 mm North, 29.35 mm East, -0.38 mm Vertical
Reference position, 44.5852467502 North Latitude, -124.0615707752 East Longitude, 22.93193 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2010-06-15,30.16, 26.28, 1.96, 1.43, 1.14, 4.66, repro,
2010-06-16,30.39, 26.21, -1.36, 1.39, 1.1, 4.52, repro,
2010-06-17,31.28, 26.46, -0.42, 1.57, 1.24, 5.1, repro,
2010-06-18,31.18, 26.04, -4.07, 1.37, 1.09, 4.48, repro,
2010-06-19,30.98, 26.73, -1.61, 1.47, 1.16, 4.77, repro,
2010-06-20,31.69, 26.50, -5.69, 1.41, 1.12, 4.6, repro,
2010-06-21,32.57, 26.02, 1.01, 1.39, 1.11, 4.57, repro,
2010-06-22,31.51, 25.60, -2.16, 1.34, 1.09, 4.41, repro,
2010-06-23,31.42, 25.73, -2.71, 1.45, 1.14, 4.76, repro,
2010-06-24,31.85, 25.42, -3.31, 1.52, 1.22, 5.01, repro,
2010-06-25,32.52, 25.48, 1.87, 1.48, 1.23, 4.81, repro,
2010-06-26,31.55, 26.07, -1.46, 1.45, 1.17, 4.71, repro,
2010-06-27,31.29, 25.62, -0.47, 1.43, 1.17, 4.71, repro,
2010-06-28,31.62, 25.20, -0.58, 1.67, 1.32, 5.45, repro,
2010-06-29,31.96, 25.99, -0.75, 1.51, 1.22, 4.99, repro,
2010-06-30,31.00, 26.36, -1.58, 1.45, 1.17, 4.75, repro,
2010-07-01,31.33, 25.54, -0.04, 1.56, 1.27, 5.18, repro,
2010-07-02,31.20, 26.69, 2.34, 1.53, 1.27, 5.09, repro,
2010-07-03,31.89, 26.36, -0.49, 1.66, 1.36, 5.51, repro,
2010-07-04,31.92, 25.62, 3.49, 1.48, 1.22, 4.91, repro,
2010-07-05,32.63, 25.70, 0.54, 1.32, 1.1, 4.43, repro,
2010-07-06,32.24, 26.02, 0.51, 1.37, 1.14, 4.53, repro,
2010-07-07,31.74, 25.56, 2.50, 1.36, 1.13, 4.51, repro,
2010-07-08,34.09, 25.48, 1.08, 1.88, 1.51, 6.22, repro,
2010-07-09,31.82, 25.03, 0.80, 1.73, 1.4, 5.74, repro,
2010-07-10,31.25, 25.05, 1.11, 1.89, 1.49, 6.21, repro,
2010-07-11,31.95, 24.18, 7.70, 1.8, 1.43, 5.96, repro,
2010-07-12,31.72, 24.75, 3.80, 1.57, 1.28, 5.23, repro,
2010-07-13,33.14, 25.60, -1.05, 1.4, 1.15, 4.65, repro,
2010-07-14,32.69, 24.78, -0.08, 1.33, 1.09, 4.39, repro,
2010-07-15,32.14, 24.69, -2.28, 1.47, 1.2, 4.87, repro,
2010-07-16,32.57, 25.11, -1.56, 1.39, 1.14, 4.62, repro,
2010-07-17,32.81, 25.01, -0.36, 1.57, 1.25, 5.16, repro,
2010-07-18,32.57, 25.93, -0.66, 1.4, 1.13, 4.65, repro,
2010-07-19,32.66, 25.20, -1.75, 1.26, 1.02, 4.19, repro,
2010-07-20,31.81, 24.80, 0.54, 1.44, 1.15, 4.72, repro,
2010-07-21,32.27, 25.02, 4.26, 1.47, 1.18, 4.88, repro,
2010-07-22,32.31, 24.33, 2.68, 1.4, 1.12, 4.62, repro,
2010-07-23,33.09, 25.49, 1.28, 1.24, 1.01, 4.14, repro,
2010-07-24,31.78, 25.13, -2.73, 1.52, 1.21, 4.92, repro,
2010-07-25,32.55, 24.65, 4.18, 1.38, 1.11, 4.55, repro,
2010-07-26,32.12, 24.75, 3.75, 1.52, 1.2, 4.98, repro,
2010-07-27,32.86, 24.92, 1.59, 1.37, 1.09, 4.48, repro,
2010-07-28,33.04, 23.00, -1.47, 1.7, 1.33, 5.6, repro,
2010-07-29,32.77, 25.85, -4.02, 1.5, 1.2, 4.99, repro,
2010-07-30,31.59, 23.91, 0.63, 1.62, 1.28, 5.31, repro,
2010-07-31,32.10, 26.18, 0.11, 1.37, 1.07, 4.47, repro,
2010-08-01,33.40, 25.00, 3.63, 1.43, 1.13, 4.72, repro,
2010-08-02,32.77, 24.71, 3.02, 1.64, 1.28, 5.39, repro,
2010-08-03,32.08, 25.13, 1.61, 1.44, 1.14, 4.72, repro,
2010-08-04,32.56, 25.70, 0.85, 1.33, 1.04, 4.36, repro,
2010-08-05,32.62, 24.54, 4.94, 1.32, 1.03, 4.33, repro,
2010-08-06,32.76, 24.53, 8.17, 1.52, 1.18, 4.98, repro,
2010-08-07,32.46, 25.09, 11.04, 1.84, 1.42, 6.05, repro,
2010-08-08,32.87, 25.96, 5.89, 1.38, 1.05, 4.48, repro,
2010-08-09,32.20, 25.84, 7.37, 1.51, 1.17, 4.96, repro,
2010-08-10,32.35, 26.60, 7.59, 1.67, 1.29, 5.47, repro,
2010-08-11,32.05, 25.42, 8.34, 1.29, 1.01, 4.26, repro,
2010-08-12,32.16, 25.78, 7.26, 1.3, 1.02, 4.29, repro,
2010-08-13,33.10, 25.83, 5.67, 1.38, 1.07, 4.56, repro,
2010-08-14,32.35, 25.50, 4.46, 1.33, 1.03, 4.37, repro,
2010-08-15,32.32, 25.61, 2.84, 1.4, 1.11, 4.6, repro,
2010-08-16,33.86, 25.61, 1.74, 1.28, 1.02, 4.23, repro,
2010-08-17,32.80, 26.34, 5.61, 1.58, 1.25, 5.2, repro,
2010-08-18,33.48, 25.15, 3.33, 1.62, 1.28, 5.3, repro,
2010-08-19,32.59, 25.96, 2.82, 1.78, 1.39, 5.9, repro,
2010-08-20,33.56, 25.10, 3.68, 1.39, 1.11, 4.61, repro,
2010-08-21,33.53, 24.94, 7.01, 1.71, 1.34, 5.6, repro,
2010-08-22,32.83, 25.52, 3.52, 1.32, 1.05, 4.36, repro,
2010-08-23,33.40, 26.11, -4.53, 1.3, 1.02, 4.28, repro,
2010-08-24,32.88, 26.74, -1.03, 1.39, 1.08, 4.53, repro,
2010-08-25,32.67, 24.86, 2.06, 1.32, 1.04, 4.36, repro,
2010-08-26,32.54, 25.52, 4.23, 1.56, 1.24, 5.21, repro,
2010-08-27,32.55, 24.95, 1.26, 1.37, 1.09, 4.57, repro,
2010-08-28,33.44, 24.53, 3.14, 1.44, 1.15, 4.82, repro,
2010-08-29,32.52, 25.37, 4.77, 1.33, 1.06, 4.41, repro,
2010-08-30,33.28, 26.32, 2.75, 1.58, 1.25, 5.25, repro,
2010-08-31,32.92, 26.74, 7.13, 1.41, 1.12, 4.66, repro,
2010-09-01,33.53, 27.03, 2.26, 1.43, 1.13, 4.77, repro,
2010-09-02,33.52, 27.25, 0.86, 1.5, 1.18, 4.96, repro,
2010-09-03,32.70, 24.96, 4.83, 1.66, 1.29, 5.46, repro,
2010-09-04,33.06, 26.90, 6.78, 1.64, 1.28, 5.41, repro,
2010-09-05,32.38, 26.99, 5.15, 1.39, 1.09, 4.6, repro,
2010-09-06,32.92, 26.25, 7.44, 1.48, 1.16, 4.88, repro,
2010-09-07,33.26, 26.79, 0.42, 1.74, 1.34, 5.73, repro,
2010-09-08,33.63, 25.88, 5.99, 1.36, 1.06, 4.49, repro,
2010-09-09,33.45, 26.37, 5.63, 1.44, 1.12, 4.75, repro,
2010-09-10,33.45, 26.54, 4.81, 1.34, 1.04, 4.4, repro,
2010-09-11,33.32, 26.38, 5.04, 1.36, 1.07, 4.52, repro,
2010-09-12,33.21, 26.20, 3.15, 1.4, 1.08, 4.62, repro,
2010-09-13,33.38, 26.25, 5.62, 1.42, 1.1, 4.69, repro,
2010-09-14,33.45, 26.11, 1.82, 1.38, 1.07, 4.57, repro,
2010-09-15,33.57, 26.32, 8.76, 1.63, 1.25, 5.37, repro,
2010-09-16,32.66, 27.06, 5.65, 1.73, 1.33, 5.74, repro,
2010-09-17,33.25, 27.07, 2.33, 1.69, 1.29, 5.6, repro,
2010-09-18,34.46, 26.75, 4.91, 1.85, 1.41, 6.12, repro,
2010-09-19,31.36, 25.94, 8.12, 1.96, 1.49, 6.44, repro,
2010-09-20,33.73, 28.08, 11.57, 1.67, 1.29, 5.54, repro,
2010-09-21,33.28, 27.17, 5.66, 1.38, 1.07, 4.66, repro,
2010-09-22,34.20, 27.40, 6.50, 1.39, 1.08, 4.63, repro,
2010-09-23,32.95, 26.91, 6.48, 1.72, 1.3, 5.62, repro,
2010-09-24,33.32, 27.14, 1.18, 1.56, 1.2, 5.16, repro,
2010-09-25,34.20, 26.90, -5.08, 1.54, 1.18, 5.1, repro,
2010-09-26,32.98, 27.38, 4.93, 1.88, 1.45, 6.19, repro,
2010-09-27,33.58, 27.60, -0.16, 1.56, 1.18, 5.11, repro,
2010-09-28,34.03, 26.88, 1.87, 1.4, 1.07, 4.59, repro,
2010-09-29,33.61, 27.49, 5.15, 1.39, 1.06, 4.59, repro,
2010-09-30,34.15, 27.97, 6.61, 1.59, 1.22, 5.28, repro,
2010-10-01,34.38, 27.90, 0.47, 1.6, 1.21, 5.24, repro,
2010-10-02,34.70, 27.28, 2.67, 1.45, 1.11, 4.74, repro,
2010-10-03,33.88, 27.35, -0.09, 1.65, 1.25, 5.49, repro,
2010-10-04,33.81, 27.41, 2.83, 1.75, 1.33, 5.76, repro,
2010-10-05,35.09, 27.97, -1.40, 1.46, 1.13, 4.85, repro,
2010-10-06,34.84, 27.40, -1.49, 1.59, 1.22, 5.18, repro,
2010-10-07,34.30, 27.66, 4.72, 1.52, 1.18, 5.07, repro,
2010-10-08,34.13, 27.77, 2.80, 1.74, 1.35, 5.75, repro,
2010-10-09,34.39, 27.44, 1.81, 1.37, 1.07, 4.62, repro,
2010-10-10,34.27, 27.28, 4.23, 2.01, 1.56, 6.73, repro,
2010-10-11,34.62, 28.75, -0.24, 1.31, 1.02, 4.39, repro,
2010-10-12,35.22, 28.56, -4.48, 1.28, 1, 4.3, repro,
2010-10-13,34.69, 28.60, -1.84, 1.31, 1.01, 4.38, repro,
2010-10-14,34.71, 27.74, -0.01, 1.4, 1.09, 4.68, repro,
2010-10-15,34.76, 27.36, 0.03, 1.98, 1.5, 6.57, repro,
2010-10-16,35.27, 27.86, -3.12, 1.54, 1.19, 5.06, repro,
2010-10-17,34.28, 28.59, -0.92, 1.54, 1.2, 5.06, repro,
2010-10-18,34.68, 28.12, -0.65, 1.37, 1.07, 4.57, repro,
2010-10-19,35.25, 28.24, -1.23, 1.45, 1.13, 4.85, repro,
2010-10-20,34.80, 27.65, 0.89, 1.3, 1.02, 4.36, repro,
2010-10-21,34.57, 27.41, 4.47, 1.41, 1.1, 4.71, repro,
2010-10-22,34.83, 28.09, 4.20, 1.58, 1.22, 5.24, repro,
2010-10-23,35.15, 26.84, 7.03, 1.81, 1.39, 6.01, repro,
2010-10-24,34.91, 27.67, 5.11, 2.27, 1.72, 7.56, repro,
2010-10-25,35.72, 26.70, 9.09, 2.03, 1.55, 6.78, repro,
2010-10-26,34.69, 27.48, 7.25, 1.89, 1.45, 6.26, repro,
2010-10-27,34.93, 28.59, -1.62, 1.52, 1.18, 5.04, repro,
2010-10-28,35.52, 28.22, 1.16, 1.83, 1.42, 6.06, repro,
2010-10-29,36.05, 29.25, 5.98, 1.5, 1.17, 5.05, repro,
2010-10-30,35.38, 29.01, 0.92, 1.51, 1.18, 5.12, repro,
2010-10-31,34.31, 28.44, -2.39, 1.69, 1.32, 5.73, repro,
2010-11-01,34.54, 30.23, -2.75, 1.81, 1.42, 6.16, repro,
2010-11-02,34.54, 29.69, -7.95, 1.94, 1.48, 6.47, repro,
2010-11-03,36.06, 30.33, -9.63, 1.44, 1.12, 4.8, repro,
2010-11-04,35.46, 28.82, 2.21, 1.42, 1.1, 4.76, repro,
2010-11-05,35.28, 28.34, 3.91, 1.46, 1.15, 4.85, repro,
2010-11-06,35.05, 27.96, 0.44, 1.65, 1.29, 5.51, repro,
2010-11-07,35.73, 28.18, 1.71, 1.98, 1.53, 6.59, repro,
2010-11-08,34.92, 27.94, -2.99, 1.88, 1.47, 6.24, repro,
2010-11-09,34.49, 28.83, -3.97, 1.8, 1.41, 6.05, repro,
2010-11-10,35.89, 29.01, -2.68, 1.56, 1.24, 5.24, repro,
2010-11-11,35.53, 28.72, -8.02, 1.51, 1.21, 5.05, repro,
2010-11-12,35.25, 30.09, -4.20, 1.64, 1.31, 5.49, repro,
2010-11-13,35.82, 29.53, -8.08, 1.62, 1.31, 5.48, repro,
2010-11-14,35.76, 29.46, -6.24, 1.75, 1.4, 5.84, repro,
2010-11-15,36.43, 29.52, -0.49, 1.63, 1.3, 5.41, repro,
2010-11-16,34.95, 28.50, 1.09, 1.71, 1.34, 5.62, repro,
2010-11-17,36.56, 29.28, -4.45, 1.6, 1.27, 5.34, repro,
2010-11-18,36.39, 27.64, 1.25, 1.98, 1.54, 6.58, repro,
2010-11-19,35.42, 28.45, 0.69, 2.06, 1.55, 6.71, repro,
2010-11-20,37.65, 28.62, -1.54, 1.65, 1.3, 5.46, repro,
2010-11-21,36.34, 29.02, -4.21, 1.48, 1.21, 4.99, repro,
2010-11-22,35.47, 28.35, 0.34, 1.73, 1.35, 5.7, repro,
2010-11-23,35.22, 28.24, 0.72, 1.7, 1.35, 5.59, repro,
2010-11-24,35.54, 29.49, -1.52, 1.43, 1.14, 4.72, repro,
2010-11-25,35.28, 29.89, -1.05, 1.51, 1.21, 4.98, repro,
2010-11-26,35.68, 29.94, 0.18, 1.84, 1.44, 6.03, repro,
2010-11-27,36.35, 28.93, -1.83, 1.64, 1.3, 5.43, repro,
2010-11-28,36.05, 29.47, 2.73, 1.83, 1.44, 6, repro,
2010-11-29,36.42, 30.28, -1.28, 1.64, 1.31, 5.42, repro,
2010-11-30,35.90, 30.09, -5.81, 1.62, 1.28, 5.32, repro,
2010-12-01,36.01, 30.56, -7.76, 1.67, 1.32, 5.53, repro,
2010-12-02,36.53, 29.24, -7.86, 1.53, 1.21, 5.03, repro,
2010-12-03,35.87, 30.73, -10.48, 1.6, 1.25, 5.23, repro,
2010-12-04,35.66, 30.22, -7.17, 1.52, 1.18, 4.98, repro,
2010-12-05,35.53, 30.30, -7.27, 1.56, 1.22, 5.1, repro,
2010-12-06,36.14, 30.46, -3.39, 1.81, 1.39, 5.85, repro,
2010-12-07,36.32, 30.34, -3.15, 1.75, 1.34, 5.67, repro,
2010-12-08,35.08, 29.35, -2.99, 1.95, 1.48, 6.34, repro,
2010-12-09,36.24, 30.42, -2.61, 1.89, 1.42, 6.08, repro,
2010-12-10,36.62, 31.21, -0.10, 1.83, 1.4, 5.95, repro,
2010-12-11,36.51, 31.10, -5.95, 1.62, 1.25, 5.28, repro,
2010-12-12,37.03, 30.96, -3.97, 1.65, 1.27, 5.36, repro,
2010-12-13,36.62, 31.54, -6.90, 1.66, 1.26, 5.39, repro,
2010-12-14,36.62, 30.28, -1.51, 2.11, 1.57, 6.82, repro,
2010-12-15,35.91, 31.80, -3.33, 1.83, 1.39, 5.98, repro,
2010-12-16,36.28, 31.74, -8.73, 1.56, 1.2, 5.09, repro,
2010-12-17,37.00, 30.82, -11.68, 1.51, 1.17, 4.9, repro,
2010-12-18,37.56, 30.17, -6.10, 1.84, 1.4, 5.93, repro,
2010-12-19,36.86, 30.44, -7.21, 1.84, 1.39, 5.96, repro,
2010-12-20,37.51, 31.40, -4.51, 2, 1.52, 6.47, repro,
2010-12-21,35.08, 31.10, -1.74, 1.5, 1.19, 4.92, repro,
2010-12-22,36.63, 31.46, -5.33, 1.71, 1.34, 5.56, repro,
2010-12-23,36.93, 31.06, -10.01, 1.64, 1.3, 5.38, repro,
2010-12-24,35.58, 31.30, -6.96, 1.58, 1.25, 5.17, repro,
2010-12-25,36.18, 31.04, -4.02, 1.44, 1.14, 4.74, repro,
2010-12-26,36.90, 31.31, -5.23, 1.72, 1.35, 5.65, repro,
2010-12-27,37.13, 31.94, -6.94, 1.55, 1.23, 5.12, repro,
2010-12-28,36.49, 31.34, -8.64, 1.53, 1.23, 5.03, repro,
2010-12-29,36.71, 29.03, 2.62, 1.76, 1.38, 5.76, repro,
2010-12-30,36.72, 31.70, 2.72, 1.74, 1.36, 5.68, repro,
2010-12-31,36.89, 32.51, -4.23, 1.42, 1.16, 4.6, repro,
2011-01-01,36.26, 32.63, -3.81, 1.48, 1.21, 4.84, repro,
2011-01-02,37.25, 33.02, -4.84, 1.43, 1.14, 4.69, repro,
2011-01-03,36.43, 32.04, -7.79, 1.44, 1.17, 4.66, repro,
2011-01-04,37.31, 32.63, -4.62, 1.4, 1.15, 4.54, repro,
2011-01-05,37.64, 32.03, -10.45, 1.5, 1.21, 4.9, repro,
2011-01-06,37.03, 32.15, -9.85, 1.36, 1.1, 4.43, repro,
2011-01-07,37.06, 32.66, -7.39, 1.53, 1.22, 4.97, repro,
2011-01-08,37.61, 32.07, -7.42, 1.8, 1.42, 5.9, repro,
2011-01-09,37.53, 31.85, -12.43, 1.82, 1.44, 5.89, repro,
2011-01-10,37.74, 31.78, -13.50, 1.53, 1.25, 5.07, repro,
2011-01-11,37.24, 32.06, -11.71, 1.42, 1.14, 4.69, repro,
2011-01-12,36.74, 32.47, -12.88, 1.49, 1.21, 4.81, repro,
2011-01-13,36.64, 32.54, -12.62, 1.81, 1.45, 5.94, repro,
2011-01-14,36.30, 33.29, -12.17, 1.51, 1.21, 4.95, repro,
2011-01-15,37.56, 33.07, -15.37, 1.59, 1.26, 5.16, repro,
2011-01-16,36.26, 32.25, -0.87, 1.8, 1.42, 5.84, repro,
2011-01-17,37.19, 32.08, -5.18, 1.58, 1.25, 5.14, repro,
2011-01-18,36.60, 33.08, -5.89, 1.59, 1.26, 5.22, repro,
2011-01-19,37.56, 32.98, -11.89, 1.42, 1.15, 4.68, repro,
2011-01-20,36.29, 32.85, -11.70, 1.46, 1.17, 4.76, repro,
2011-01-21,37.12, 32.95, -7.16, 1.54, 1.22, 4.98, repro,
2011-01-22,37.93, 33.53, -6.54, 1.42, 1.13, 4.59, repro,
2011-01-23,37.24, 32.07, -7.89, 1.55, 1.23, 4.98, repro,
2011-01-24,36.64, 31.71, -10.07, 1.7, 1.33, 5.45, repro,
2011-01-25,37.17, 32.70, -4.75, 1.44, 1.14, 4.66, repro,
2011-01-26,37.54, 32.54, -15.25, 1.51, 1.15, 4.78, repro,
2011-01-27,37.33, 32.71, -8.08, 1.41, 1.1, 4.55, repro,
2011-01-28,37.20, 32.97, -8.85, 1.69, 1.31, 5.44, repro,
2011-01-29,36.97, 33.09, -11.72, 1.6, 1.25, 5.15, repro,
2011-01-30,37.69, 31.93, -10.96, 1.47, 1.15, 4.72, repro,
2011-01-31,37.46, 32.83, -16.82, 1.42, 1.11, 4.56, repro,
2011-02-01,38.61, 33.85, -14.51, 1.46, 1.16, 4.77, repro,
2011-02-02,37.51, 33.08, -10.74, 1.49, 1.17, 4.85, repro,
2011-02-03,37.70, 33.27, -10.31, 1.49, 1.17, 4.86, repro,
2011-02-04,37.81, 32.55, -9.41, 1.55, 1.21, 5.07, repro,
2011-02-05,37.43, 32.22, -13.69, 1.48, 1.16, 4.81, repro,
2011-02-06,37.22, 32.10, -11.95, 1.51, 1.18, 4.91, repro,
2011-02-07,37.23, 32.27, -12.34, 1.76, 1.35, 5.72, repro,
2011-02-08,37.26, 31.92, -11.16, 1.66, 1.28, 5.37, repro,
2011-02-09,37.93, 33.10, -12.99, 1.41, 1.09, 4.53, repro,
2011-02-10,38.19, 32.29, -8.51, 1.44, 1.11, 4.66, repro,
2011-02-11,37.48, 32.39, -3.91, 1.58, 1.21, 5.08, repro,
2011-02-12,38.02, 31.97, -6.08, 1.56, 1.19, 5.02, repro,
2011-02-13,37.35, 31.84, -6.44, 1.71, 1.29, 5.5, repro,
2011-02-14,37.64, 30.70, -4.76, 2.04, 1.51, 6.56, repro,
2011-02-15,38.46, 29.88, -7.39, 1.9, 1.44, 6.14, repro,
2011-02-16,39.45, 30.57, -2.51, 1.83, 1.38, 5.88, repro,
2011-02-17,40.93, 33.86, -9.43, 1.67, 1.26, 5.33, repro,
2011-02-18,38.18, 31.83, -8.52, 1.54, 1.18, 5, repro,
2011-02-19,38.58, 31.85, -10.21, 1.39, 1.06, 4.49, repro,
2011-02-20,38.51, 32.08, -7.33, 1.45, 1.09, 4.63, repro,
2011-02-21,38.67, 32.45, -3.03, 1.39, 1.06, 4.48, repro,
2011-02-22,38.56, 31.34, -8.44, 1.54, 1.16, 4.94, repro,
2011-02-23,38.43, 31.34, -11.73, 1.6, 1.22, 5.13, repro,
2011-02-24,38.31, 33.18, -8.05, 1.68, 1.29, 5.4, repro,
2011-02-25,38.96, 31.81, -10.53, 1.45, 1.11, 4.63, repro,
2011-02-26,37.76, 32.04, -3.87, 1.48, 1.14, 4.73, repro,
2011-02-27,38.28, 32.91, -2.59, 1.45, 1.11, 4.61, repro,
2011-02-28,39.28, 30.95, -5.64, 1.82, 1.37, 5.83, repro,
2011-03-01,38.13, 32.47, -6.01, 1.53, 1.17, 4.86, repro,
2011-03-02,39.55, 31.57, -7.48, 1.64, 1.25, 5.27, repro,
2011-03-03,38.60, 32.32, -9.81, 1.74, 1.32, 5.55, repro,
2011-03-04,38.55, 31.93, -13.96, 1.52, 1.16, 4.88, repro,
2011-03-05,38.71, 32.99, -18.64, 1.78, 1.34, 5.69, repro,
2011-03-06,39.44, 32.32, -15.29, 1.47, 1.12, 4.71, repro,
2011-03-07,38.44, 32.72, -5.14, 1.51, 1.15, 4.82, repro,
2011-03-08,39.19, 32.49, -5.21, 1.72, 1.3, 5.51, repro,
2011-03-09,39.15, 32.73, -9.38, 1.79, 1.35, 5.72, repro,
2011-03-10,38.22, 32.44, -7.82, 1.69, 1.27, 5.41, repro,
2011-03-11,38.12, 32.89, -9.51, 1.62, 1.24, 5.22, repro,
2011-03-12,38.05, 32.68, -10.06, 1.6, 1.21, 5.12, repro,
2011-03-13,37.24, 32.84, -8.31, 1.79, 1.35, 5.77, repro,
2011-03-14,37.91, 33.48, -9.92, 1.8, 1.35, 5.76, repro,
2011-03-15,38.33, 32.50, -3.88, 1.71, 1.28, 5.46, repro,
2011-03-16,38.98, 32.18, -8.18, 1.73, 1.29, 5.46, repro,
2011-03-17,38.74, 33.48, -10.52, 1.68, 1.28, 5.39, repro,
2011-03-18,38.69, 32.83, -8.00, 1.75, 1.34, 5.59, repro,
2011-03-19,40.34, 32.94, -10.96, 1.75, 1.33, 5.58, repro,
2011-03-20,39.33, 32.83, -5.28, 1.39, 1.08, 4.47, repro,
2011-03-21,39.36, 32.46, -2.78, 1.51, 1.17, 4.83, repro,
2011-03-22,39.54, 33.36, -4.28, 1.57, 1.2, 5, repro,
2011-03-23,38.90, 34.10, -6.44, 1.42, 1.1, 4.57, repro,
2011-03-24,38.62, 32.59, -6.23, 1.63, 1.26, 5.23, repro,
2011-03-25,39.15, 32.83, -7.35, 1.49, 1.15, 4.77, repro,
2011-03-26,39.10, 33.11, -6.04, 1.63, 1.26, 5.2, repro,
2011-03-27,39.48, 33.31, -5.40, 1.62, 1.25, 5.23, repro,
2011-03-28,39.38, 34.28, -6.61, 1.64, 1.26, 5.29, repro,
2011-03-29,39.42, 35.15, -11.06, 1.47, 1.14, 4.75, repro,
2011-03-30,38.75, 36.07, -8.53, 1.79, 1.37, 5.78, repro,
2011-03-31,39.73, 35.62, -4.06, 1.7, 1.32, 5.44, repro,
2011-04-01,39.20, 34.33, -3.53, 1.33, 1.04, 4.31, repro,
2011-04-02,39.51, 33.80, -2.75, 1.61, 1.24, 5.19, repro,
2011-04-03,39.26, 34.40, -5.79, 1.53, 1.18, 4.93, repro,
2011-04-04,39.82, 34.07, -5.15, 1.59, 1.22, 5.14, repro,
2011-04-05,39.89, 34.03, -1.26, 1.7, 1.3, 5.48, repro,
2011-04-06,39.65, 33.42, -6.56, 1.67, 1.28, 5.37, repro,
2011-04-07,39.02, 33.92, -2.18, 1.57, 1.22, 5.08, repro,
2011-04-08,39.34, 34.16, -3.98, 1.41, 1.1, 4.55, repro,
2011-04-09,40.30, 34.21, -1.71, 1.55, 1.2, 4.98, repro,
2011-04-10,39.85, 34.00, -5.88, 1.59, 1.23, 5.12, repro,
2011-04-11,40.34, 34.80, -4.68, 1.61, 1.24, 5.16, repro,
2011-04-12,40.11, 34.26, -7.44, 1.44, 1.12, 4.62, repro,
2011-04-13,40.28, 33.98, -8.60, 1.57, 1.21, 5.09, repro,
2011-04-14,40.26, 34.44, -10.34, 1.61, 1.24, 5.21, repro,
2011-04-15,39.76, 34.74, -12.93, 1.4, 1.1, 4.56, repro,
2011-04-16,39.47, 34.99, -15.83, 1.5, 1.16, 4.84, repro,
2011-04-17,39.86, 34.32, -14.23, 1.57, 1.22, 5.03, repro,
2011-04-18,39.79, 34.70, -9.18, 1.45, 1.13, 4.68, repro,
2011-04-19,40.48, 34.60, -9.14, 1.36, 1.06, 4.41, repro,
2011-04-20,39.61, 34.10, -9.30, 1.4, 1.09, 4.55, repro,
2011-04-21,39.30, 34.39, -6.23, 1.59, 1.25, 5.19, repro,
2011-04-22,39.31, 35.12, -10.78, 1.28, 1, 4.16, repro,
2011-04-23,40.07, 34.80, -5.52, 1.51, 1.16, 4.85, repro,
2011-04-24,39.93, 34.87, -3.44, 1.55, 1.2, 4.98, repro,
2011-04-25,40.17, 33.70, -8.28, 1.72, 1.32, 5.59, repro,
2011-04-26,39.60, 34.99, -0.97, 1.68, 1.31, 5.43, repro,
2011-04-27,39.92, 35.40, -7.59, 1.48, 1.16, 4.79, repro,
2011-04-28,39.98, 34.52, -6.65, 1.6, 1.24, 5.18, repro,
2011-04-29,39.93, 35.08, -10.78, 1.55, 1.21, 5.05, repro,
2011-04-30,40.52, 35.35, -13.62, 1.38, 1.08, 4.48, repro,
2011-05-01,39.72, 35.24, -12.04, 1.23, 0.98, 4.05, repro,
2011-05-02,38.87, 35.92, -10.52, 1.58, 1.24, 5.15, repro,
2011-05-03,39.83, 35.18, -13.75, 1.35, 1.07, 4.42, repro,
2011-05-04,40.15, 35.75, -15.49, 1.29, 1.02, 4.24, repro,
2011-05-05,39.84, 34.97, -11.38, 1.63, 1.28, 5.36, repro,
2011-05-06,39.91, 34.97, -5.39, 1.31, 1.04, 4.3, repro,
2011-05-07,39.80, 34.80, -6.55, 1.33, 1.06, 4.38, repro,
2011-05-08,39.40, 34.85, -3.53, 1.31, 1.05, 4.34, repro,
2011-05-09,39.67, 35.25, -5.91, 1.31, 1.04, 4.32, repro,
2011-05-10,40.22, 35.34, -6.94, 1.27, 1.04, 4.24, repro,
2011-05-11,39.20, 35.51, -4.91, 1.44, 1.16, 4.78, repro,
2011-05-12,39.61, 35.50, -12.92, 1.53, 1.22, 5.04, repro,
2011-05-13,40.73, 35.14, -16.69, 1.44, 1.14, 4.73, repro,
2011-05-14,40.92, 35.66, -10.04, 1.52, 1.22, 5.07, repro,
2011-05-15,40.33, 35.07, -8.19, 1.62, 1.29, 5.37, repro,
2011-05-16,40.91, 35.34, -12.02, 1.55, 1.25, 5.15, repro,
2011-05-17,39.84, 34.68, -8.09, 1.37, 1.11, 4.59, repro,
2011-05-18,40.43, 35.35, -10.02, 1.38, 1.11, 4.6, repro,
2011-05-19,40.92, 35.00, -11.80, 1.44, 1.17, 4.81, repro,
2011-05-20,40.29, 35.72, -14.20, 1.5, 1.2, 4.99, repro,
2011-05-21,40.41, 35.68, -12.09, 1.39, 1.12, 4.6, repro,
2011-05-22,40.73, 35.28, -11.54, 1.33, 1.07, 4.43, repro,
2011-05-23,40.50, 35.76, -10.18, 1.25, 1.01, 4.17, repro,
