PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P367
Station name, NewprtAir_OR2007
Begin Date, 2007-02-14
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P367.pbo.nam08.pos
Offset from source file, 36.11 mm North, 29.35 mm East, -0.38 mm Vertical
Reference position, 44.5852467502 North Latitude, -124.0615707752 East Longitude, 22.93193 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2012-04-16,48.38, 40.22, -3.07, 1.52, 1.18, 4.88, repro,
2012-04-17,48.37, 40.46, -7.74, 1.44, 1.11, 4.67, repro,
2012-04-18,49.04, 40.80, -7.07, 1.56, 1.19, 4.98, repro,
2012-04-19,48.52, 40.06, -5.53, 1.52, 1.17, 4.95, repro,
2012-04-20,48.72, 41.48, -4.64, 1.71, 1.31, 5.59, repro,
2012-04-21,49.07, 40.44, -4.59, 1.54, 1.18, 5, repro,
2012-04-22,48.82, 40.86, -5.15, 1.39, 1.1, 4.56, repro,
2012-04-23,48.95, 40.63, -3.64, 1.6, 1.23, 5.23, repro,
2012-04-24,48.47, 41.42, -2.27, 1.43, 1.11, 4.68, repro,
2012-04-25,48.43, 40.89, -3.00, 1.52, 1.2, 4.97, repro,
2012-04-26,48.45, 40.86, -1.98, 1.57, 1.22, 5.16, repro,
2012-04-27,48.82, 40.32, -4.32, 1.57, 1.21, 5.02, repro,
2012-04-28,48.96, 41.26, -6.36, 1.25, 1, 4.13, repro,
2012-04-29,48.82, 40.81, -4.72, 1.26, 1, 4.14, repro,
2012-04-30,48.30, 40.60, -1.06, 1.56, 1.23, 5.12, repro,
2012-05-01,48.94, 39.97, -2.84, 1.4, 1.12, 4.62, repro,
2012-05-02,49.21, 40.21, -3.60, 1.38, 1.1, 4.55, repro,
2012-05-03,49.33, 40.52, -4.07, 1.38, 1.07, 4.49, repro,
2012-05-04,48.89, 41.40, -4.03, 1.5, 1.18, 4.88, repro,
2012-05-05,49.43, 41.51, -10.48, 1.31, 1.04, 4.3, repro,
2012-05-06,49.54, 41.24, -10.15, 1.19, 0.95, 3.95, repro,
2012-05-07,49.08, 41.32, -6.99, 1.26, 1, 4.13, repro,
2012-05-08,48.43, 41.59, -2.46, 1.51, 1.19, 4.96, repro,
2012-05-09,48.81, 41.01, -5.70, 1.57, 1.23, 5.15, repro,
2012-05-10,49.87, 40.84, -5.90, 1.31, 1.03, 4.28, repro,
2012-05-11,49.25, 41.74, -5.39, 1.18, 0.94, 3.88, repro,
2012-05-12,49.11, 40.93, -4.03, 1.18, 0.94, 3.89, repro,
2012-05-13,49.76, 41.64, -2.64, 1.25, 0.99, 4.13, repro,
2012-05-14,49.71, 40.79, -3.34, 1.3, 1.02, 4.25, repro,
2012-05-15,50.30, 40.41, -4.55, 1.4, 1.1, 4.54, repro,
2012-05-16,49.61, 40.61, -3.63, 1.35, 1.06, 4.42, repro,
2012-05-17,50.06, 40.80, -4.95, 1.38, 1.07, 4.46, repro,
2012-05-18,49.89, 40.71, -4.44, 1.21, 0.96, 3.95, repro,
2012-05-19,50.34, 40.93, -6.67, 1.28, 1.01, 4.21, repro,
2012-05-20,49.76, 40.43, -2.68, 1.39, 1.09, 4.54, repro,
2012-05-21,50.24, 41.71, -3.35, 1.87, 1.45, 6.1, repro,
2012-05-22,49.65, 40.82, -6.17, 1.41, 1.11, 4.59, repro,
2012-05-23,49.81, 40.79, 0.68, 1.37, 1.08, 4.47, repro,
2012-05-24,50.22, 41.18, -2.48, 1.38, 1.08, 4.47, repro,
2012-05-25,49.62, 39.84, -0.19, 1.31, 1.02, 4.26, repro,
2012-05-26,49.57, 41.43, -1.02, 1.27, 1, 4.12, repro,
2012-05-27,50.32, 40.87, -2.02, 1.44, 1.14, 4.74, repro,
2012-05-28,49.92, 40.84, -1.28, 1.39, 1.1, 4.56, repro,
2012-05-29,49.99, 41.48, -4.31, 1.21, 0.97, 3.96, repro,
2012-05-30,49.17, 42.51, -6.09, 1.51, 1.19, 4.91, repro,
2012-05-31,49.26, 41.66, 1.23, 1.43, 1.13, 4.66, repro,
2012-06-01,50.51, 40.32, -1.13, 1.59, 1.24, 5.22, repro,
2012-06-02,50.70, 40.54, -1.73, 1.64, 1.25, 5.23, repro,
2012-06-03,50.02, 40.78, -2.36, 1.31, 1.05, 4.31, repro,
2012-06-04,51.44, 41.17, -1.38, 1.78, 1.38, 5.79, repro,
2012-06-05,49.75, 40.80, -5.51, 1.48, 1.16, 4.83, repro,
2012-06-06,49.91, 42.05, -7.20, 1.34, 1.05, 4.38, repro,
2012-06-07,50.32, 40.88, 0.18, 1.5, 1.18, 4.89, repro,
2012-06-08,50.77, 41.42, 1.69, 1.66, 1.3, 5.43, repro,
2012-06-09,50.15, 40.26, -2.96, 1.21, 0.96, 3.97, repro,
2012-06-10,50.13, 40.21, -4.21, 1.29, 1.03, 4.24, repro,
2012-06-11,50.40, 41.65, -5.10, 1.4, 1.12, 4.6, repro,
2012-06-12,50.04, 40.89, -3.40, 1.68, 1.34, 5.51, repro,
2012-06-13,49.73, 40.59, -4.45, 1.23, 0.99, 4.05, repro,
2012-06-14,49.90, 40.61, -5.54, 1.42, 1.14, 4.67, repro,
2012-06-15,50.31, 41.18, -3.85, 1.26, 1.02, 4.13, repro,
2012-06-16,49.09, 41.50, -2.50, 1.66, 1.31, 5.42, repro,
2012-06-17,49.56, 41.02, -5.19, 1.66, 1.3, 5.42, repro,
2012-06-18,49.93, 40.22, -1.08, 1.31, 1.05, 4.27, repro,
2012-06-19,50.16, 40.66, -1.94, 1.29, 1.03, 4.23, repro,
2012-06-20,50.74, 40.72, -2.05, 1.28, 1.02, 4.22, repro,
2012-06-21,50.87, 40.47, -6.21, 1.46, 1.16, 4.83, repro,
2012-06-22,50.26, 40.96, -1.39, 1.42, 1.12, 4.68, repro,
2012-06-23,50.03, 40.61, -3.98, 1.35, 1.07, 4.43, repro,
2012-06-24,50.66, 42.01, -7.64, 1.49, 1.18, 4.88, repro,
2012-06-25,50.22, 41.77, -2.90, 1.44, 1.12, 4.71, repro,
2012-06-26,50.14, 40.49, -6.60, 1.41, 1.1, 4.61, repro,
2012-06-27,50.43, 42.00, -6.45, 1.44, 1.12, 4.69, repro,
2012-06-28,50.56, 39.62, -3.05, 1.58, 1.23, 5.18, repro,
2012-06-29,50.68, 41.85, -1.13, 1.41, 1.1, 4.61, repro,
2012-06-30,51.61, 40.28, -1.72, 1.6, 1.24, 5.25, repro,
2012-07-01,50.43, 40.70, 0.44, 1.37, 1.06, 4.46, repro,
2012-07-02,50.75, 41.53, -1.01, 1.42, 1.1, 4.6, repro,
2012-07-03,50.79, 41.21, -4.10, 1.38, 1.06, 4.46, repro,
2012-07-04,51.21, 41.21, -5.13, 1.25, 0.96, 4.06, repro,
2012-07-05,50.45, 41.28, -4.51, 1.35, 1.06, 4.44, repro,
2012-07-06,49.90, 41.16, -3.40, 1.53, 1.18, 5.01, repro,
2012-07-07,50.61, 42.42, -5.10, 1.43, 1.1, 4.64, repro,
2012-07-08,50.70, 41.11, -4.81, 1.36, 1.05, 4.44, repro,
2012-07-09,52.18, 40.26, 0.10, 1.5, 1.15, 4.88, repro,
2012-07-10,50.58, 41.11, -0.59, 1.4, 1.08, 4.54, repro,
2012-07-11,50.50, 40.66, -0.92, 1.37, 1.06, 4.47, repro,
2012-07-12,50.77, 40.78, -3.02, 1.44, 1.11, 4.7, repro,
2012-07-13,51.53, 40.66, -4.00, 1.71, 1.3, 5.53, repro,
2012-07-14,50.33, 41.18, -1.36, 1.91, 1.42, 6.23, repro,
2012-07-15,50.70, 41.38, -0.26, 1.52, 1.15, 4.97, repro,
2012-07-16,51.86, 40.19, -3.26, 2.19, 1.61, 7.15, repro,
2012-07-17,50.64, 42.08, 1.09, 2.02, 1.51, 6.57, repro,
2012-07-18,50.86, 40.87, -0.93, 1.66, 1.28, 5.44, repro,
2012-07-19,51.63, 41.25, -0.49, 1.64, 1.26, 5.35, repro,
2012-07-20,51.78, 40.82, -1.42, 1.77, 1.35, 5.81, repro,
2012-07-21,51.48, 41.98, -1.63, 1.46, 1.13, 4.78, repro,
2012-07-22,51.77, 42.18, -3.60, 1.7, 1.3, 5.57, repro,
2012-07-23,51.44, 40.89, 0.79, 1.29, 1, 4.23, repro,
2012-07-24,52.32, 41.02, -2.61, 1.25, 0.97, 4.1, repro,
2012-07-25,52.17, 39.99, -1.29, 1.34, 1.03, 4.38, repro,
2012-07-26,51.29, 40.60, 0.66, 1.3, 1, 4.28, repro,
2012-07-27,51.25, 41.11, 1.17, 1.22, 0.94, 4, repro,
2012-07-28,51.48, 41.32, -1.72, 1.26, 0.97, 4.16, repro,
2012-07-29,51.51, 42.08, 0.90, 1.45, 1.11, 4.75, repro,
2012-07-30,51.58, 41.85, 1.38, 1.33, 1.02, 4.4, repro,
2012-07-31,51.20, 41.65, -1.62, 1.31, 1.01, 4.24, repro,
2012-08-01,51.30, 41.55, -0.42, 1.18, 0.91, 3.9, repro,
2012-08-02,51.91, 42.28, 1.61, 1.59, 1.21, 5.21, repro,
2012-08-03,50.71, 41.15, -1.55, 1.43, 1.09, 4.71, repro,
2012-08-04,51.43, 41.10, 2.57, 1.52, 1.16, 5, repro,
2012-08-05,51.41, 41.07, 0.62, 1.31, 1, 4.32, repro,
2012-08-06,52.41, 41.92, -1.43, 1.59, 1.2, 5.23, repro,
2012-08-07,51.89, 41.12, -0.03, 1.59, 1.2, 5.22, repro,
2012-08-08,51.36, 41.64, 1.01, 1.36, 1.05, 4.53, repro,
2012-08-09,51.10, 41.30, 3.85, 1.36, 1.03, 4.43, repro,
2012-08-10,51.31, 41.36, 5.11, 1.58, 1.19, 5.08, repro,
2012-08-11,51.42, 41.13, 2.04, 1.29, 0.97, 4.22, repro,
2012-08-12,51.47, 41.42, 3.61, 1.38, 1.03, 4.44, repro,
2012-08-13,51.50, 41.22, 2.86, 1.32, 0.99, 4.3, repro,
2012-08-14,52.19, 41.76, 1.59, 2.03, 1.48, 6.59, repro,
2012-08-15,51.11, 41.84, 2.33, 1.67, 1.25, 5.48, repro,
2012-08-16,50.15, 41.31, 3.47, 1.83, 1.36, 5.96, repro,
2012-08-17,51.42, 41.42, 2.17, 1.59, 1.19, 5.15, repro,
2012-08-18,51.39, 41.89, -1.02, 2.09, 1.54, 6.81, repro,
2012-08-19,51.84, 41.46, 0.09, 1.56, 1.16, 5.01, repro,
2012-08-20,51.74, 41.53, 3.04, 1.29, 0.98, 4.23, repro,
2012-08-21,51.22, 41.87, 3.15, 1.53, 1.15, 4.98, repro,
2012-08-22,52.41, 41.75, 3.57, 1.38, 1.04, 4.54, repro,
2012-08-23,52.22, 41.54, 2.03, 1.39, 1.05, 4.51, repro,
2012-08-24,52.58, 41.62, 4.74, 1.2, 0.91, 3.94, repro,
2012-08-25,52.08, 41.31, 4.71, 1.19, 0.91, 3.91, repro,
2012-08-26,52.21, 41.85, 5.35, 1.61, 1.24, 5.22, repro,
2012-08-27,51.55, 42.15, 1.69, 1.55, 1.16, 5.05, repro,
2012-08-28,51.99, 41.95, 1.90, 1.4, 1.07, 4.65, repro,
2012-08-29,51.97, 42.14, 2.39, 1.3, 0.99, 4.31, repro,
2012-08-30,51.64, 41.95, 0.63, 1.18, 0.9, 3.9, repro,
2012-08-31,51.75, 42.19, 3.47, 1.34, 1.01, 4.37, repro,
2012-09-01,52.07, 41.61, 1.60, 1.33, 1.01, 4.37, repro,
2012-09-02,52.43, 42.41, -0.06, 1.52, 1.15, 4.99, repro,
2012-09-03,52.29, 42.19, -1.63, 1.23, 0.93, 4.08, repro,
2012-09-04,51.51, 41.81, -3.72, 1.23, 0.95, 4.05, repro,
2012-09-05,52.01, 42.08, 0.43, 1.25, 0.96, 4.14, repro,
2012-09-06,51.74, 41.95, 5.14, 1.61, 1.23, 5.29, repro,
2012-09-07,52.52, 42.82, -0.45, 1.34, 1.04, 4.46, repro,
2012-09-08,52.86, 43.49, 1.25, 1.65, 1.26, 5.4, repro,
2012-09-09,52.70, 42.12, 6.35, 1.43, 1.1, 4.72, repro,
2012-09-10,53.14, 41.98, 7.63, 1.54, 1.17, 5.03, repro,
2012-09-11,52.85, 42.84, -0.55, 1.25, 0.98, 4.16, repro,
2012-09-12,52.09, 42.96, 1.33, 1.33, 1.03, 4.41, repro,
2012-09-13,53.18, 43.13, 1.82, 1.23, 0.96, 4.12, repro,
2012-09-14,52.50, 43.16, -0.61, 1.39, 1.07, 4.64, repro,
2012-09-15,53.59, 42.41, 3.44, 1.38, 1.06, 4.59, repro,
2012-09-16,53.03, 42.12, 1.85, 1.45, 1.11, 4.77, repro,
2012-09-17,53.27, 42.26, -0.49, 1.17, 0.9, 3.85, repro,
2012-09-18,52.84, 41.85, 2.63, 1.17, 0.9, 3.86, repro,
2012-09-19,52.88, 42.51, 5.57, 1.26, 0.96, 4.17, repro,
2012-09-20,53.51, 42.62, 6.47, 1.56, 1.18, 5.13, repro,
2012-09-21,52.90, 42.43, 4.75, 1.43, 1.08, 4.66, repro,
2012-09-22,53.53, 42.84, 0.62, 1.46, 1.11, 4.79, repro,
2012-09-23,53.37, 42.79, 3.85, 1.89, 1.41, 6.18, repro,
2012-09-24,52.81, 42.32, 1.06, 1.36, 1.05, 4.44, repro,
2012-09-25,54.26, 41.59, 1.81, 1.57, 1.19, 5.18, repro,
2012-09-26,53.79, 42.54, 2.04, 1.31, 1.01, 4.36, repro,
2012-09-27,53.16, 42.64, -0.73, 1.45, 1.11, 4.8, repro,
2012-09-28,53.25, 42.01, 2.08, 1.53, 1.16, 5.09, repro,
2012-09-29,53.09, 42.14, 3.39, 1.43, 1.09, 4.71, repro,
2012-09-30,53.07, 42.88, -0.19, 1.36, 1.04, 4.48, repro,
2012-10-01,53.71, 43.73, -0.08, 1.25, 0.97, 4.18, repro,
2012-10-02,53.89, 42.73, 5.03, 1.46, 1.12, 4.83, repro,
2012-10-03,53.96, 42.81, 0.23, 1.21, 0.94, 4.04, repro,
2012-10-04,53.81, 43.59, 0.85, 1.23, 0.95, 4.11, repro,
2012-10-05,53.89, 43.27, 1.64, 1.12, 0.87, 3.77, repro,
2012-10-06,53.16, 43.16, 3.40, 1.24, 0.96, 4.11, repro,
2012-10-07,52.65, 43.11, 3.02, 1.12, 0.88, 3.73, repro,
2012-10-08,54.12, 43.01, 3.99, 1.21, 0.96, 4.04, repro,
2012-10-09,53.52, 42.99, 4.63, 1.26, 0.99, 4.17, repro,
2012-10-10,53.50, 43.35, 0.28, 1.25, 0.99, 4.16, repro,
2012-10-11,53.47, 42.81, 1.61, 1.11, 0.88, 3.69, repro,
2012-10-12,54.06, 43.68, 3.33, 1.77, 1.38, 5.87, repro,
2012-10-13,53.68, 43.37, 2.91, 1.58, 1.24, 5.24, repro,
2012-10-14,53.99, 43.79, 3.19, 1.56, 1.22, 5.17, repro,
2012-10-15,53.25, 43.41, 4.52, 1.88, 1.44, 6.19, repro,
2012-10-16,54.49, 43.92, 6.78, 2.16, 1.63, 7.1, repro,
2012-10-17,53.43, 43.51, -1.13, 1.35, 1.07, 4.53, repro,
2012-10-18,53.09, 44.70, 2.25, 1.38, 1.12, 4.66, repro,
2012-10-19,55.56, 44.14, 6.68, 2.19, 1.66, 7.26, repro,
2012-10-20,53.60, 42.89, 6.81, 1.9, 1.48, 6.33, repro,
2012-10-21,55.44, 43.12, 2.65, 1.91, 1.48, 6.19, repro,
2012-10-22,54.47, 42.72, 3.26, 1.6, 1.26, 5.29, repro,
2012-10-23,54.33, 43.21, -1.46, 1.53, 1.22, 5.1, repro,
2012-10-24,54.23, 43.91, -3.56, 1.78, 1.4, 5.91, repro,
2012-10-25,54.10, 44.65, -5.43, 1.56, 1.24, 5.19, repro,
2012-10-26,53.85, 45.13, -1.03, 1.61, 1.26, 5.31, repro,
2012-10-27,53.46, 44.48, -0.57, 1.64, 1.3, 5.43, repro,
2012-10-28,53.74, 45.69, 0.54, 1.81, 1.4, 5.95, repro,
2012-10-29,52.62, 45.07, 2.33, 1.84, 1.43, 5.98, repro,
2012-10-30,54.26, 45.95, 1.38, 1.69, 1.32, 5.56, repro,
2012-10-31,54.55, 45.52, 1.26, 1.66, 1.33, 5.51, repro,
2012-11-01,53.65, 44.47, 1.79, 1.71, 1.33, 5.6, repro,
2012-11-02,53.82, 46.34, 1.10, 1.99, 1.53, 6.56, repro,
2012-11-03,53.14, 45.57, 2.06, 1.77, 1.38, 5.85, repro,
2012-11-04,53.18, 44.92, -5.83, 1.47, 1.16, 4.9, repro,
2012-11-05,54.01, 44.96, -3.07, 1.76, 1.37, 5.82, repro,
2012-11-06,53.95, 45.01, -1.29, 1.42, 1.11, 4.7, repro,
2012-11-07,54.10, 44.10, 0.90, 1.79, 1.39, 5.86, repro,
2012-11-08,55.64, 44.64, -2.10, 1.47, 1.16, 4.84, repro,
2012-11-09,54.95, 44.79, -4.88, 1.5, 1.18, 4.97, repro,
2012-11-10,53.65, 45.05, -0.78, 1.46, 1.15, 4.8, repro,
2012-11-11,53.82, 45.49, 1.11, 1.51, 1.19, 4.92, repro,
2012-11-12,54.35, 47.01, 0.40, 1.58, 1.22, 5.17, repro,
2012-11-13,54.40, 46.08, -4.36, 1.62, 1.27, 5.38, repro,
2012-11-14,53.66, 46.40, -1.63, 1.34, 1.03, 4.45, repro,
2012-11-15,55.20, 45.48, -3.93, 1.24, 0.97, 4.13, repro,
2012-11-16,54.64, 45.37, -4.30, 1.57, 1.21, 5.16, repro,
2012-11-17,55.26, 44.63, 0.01, 1.74, 1.32, 5.76, repro,
2012-11-18,54.02, 45.01, 3.92, 1.86, 1.41, 6.12, repro,
2012-11-19,54.10, 44.42, -0.24, 1.75, 1.37, 5.77, repro,
2012-11-20,53.85, 45.69, -1.01, 2.22, 1.67, 7.26, repro,
2012-11-21,54.98, 44.73, -0.26, 1.9, 1.47, 6.29, repro,
2012-11-22,54.21, 46.30, -8.57, 1.33, 1.07, 4.44, repro,
2012-11-23,53.20, 46.73, -5.32, 1.7, 1.34, 5.59, repro,
2012-11-24,54.42, 46.40, -1.50, 1.68, 1.37, 5.57, repro,
2012-11-25,55.07, 47.11, -10.21, 1.51, 1.17, 4.87, repro,
2012-11-26,54.52, 46.95, -6.62, 1.26, 1.02, 4.22, repro,
2012-11-27,55.13, 46.85, -3.86, 1.62, 1.28, 5.41, repro,
2012-11-28,54.86, 46.21, -3.36, 1.7, 1.32, 5.53, repro,
2012-11-29,52.61, 46.27, -4.54, 1.67, 1.32, 5.57, repro,
2012-11-30,53.93, 45.26, 0.73, 1.68, 1.36, 5.62, repro,
2012-12-01,54.10, 45.20, -11.93, 1.85, 1.45, 6.13, repro,
2012-12-02,55.10, 44.73, 0.83, 1.66, 1.33, 5.46, repro,
2012-12-03,54.83, 46.26, -1.96, 1.87, 1.47, 6.07, repro,
2012-12-04,55.19, 45.92, -6.38, 1.64, 1.31, 5.36, repro,
2012-12-05,54.68, 46.14, -5.84, 1.6, 1.28, 5.23, repro,
2012-12-06,54.88, 47.45, -4.17, 1.35, 1.1, 4.45, repro,
2012-12-07,54.87, 46.88, -9.27, 1.49, 1.2, 4.89, repro,
2012-12-08,55.62, 46.83, -10.21, 1.38, 1.13, 4.57, repro,
2012-12-09,54.52, 47.79, -6.06, 1.36, 1.1, 4.46, repro,
2012-12-10,54.61, 47.85, -2.92, 1.33, 1.08, 4.38, repro,
2012-12-11,54.63, 46.78, -3.50, 1.4, 1.14, 4.62, repro,
2012-12-12,55.16, 46.13, -3.37, 1.51, 1.22, 4.94, repro,
2012-12-13,55.17, 46.26, -6.11, 1.26, 1.04, 4.24, repro,
2012-12-14,54.95, 46.29, 1.22, 1.47, 1.19, 4.85, repro,
2012-12-15,54.73, 46.08, -2.49, 1.53, 1.24, 5.07, repro,
2012-12-16,54.86, 45.48, 0.95, 1.58, 1.26, 5.19, repro,
2012-12-17,56.23, 44.37, 2.02, 1.88, 1.53, 6.2, repro,
2012-12-18,55.77, 46.26, -7.49, 1.92, 1.5, 6.29, repro,
2012-12-19,55.06, 46.30, -2.86, 1.43, 1.17, 4.82, repro,
2012-12-20,55.27, 45.00, -7.92, 1.46, 1.19, 4.85, repro,
2012-12-21,55.13, 46.45, -4.06, 1.57, 1.25, 5.16, repro,
2012-12-22,55.61, 45.55, -3.36, 1.76, 1.4, 5.75, repro,
2012-12-23,54.97, 45.38, -3.53, 1.6, 1.26, 5.2, repro,
2012-12-24,55.00, 47.09, -6.76, 1.61, 1.3, 5.27, repro,
2012-12-25,54.21, 47.46, -4.32, 1.76, 1.36, 5.68, repro,
2012-12-26,55.52, 46.93, -2.37, 1.63, 1.3, 5.25, repro,
2012-12-27,55.44, 47.87, -1.71, 1.49, 1.28, 5.01, repro,
2012-12-28,54.86, 47.03, -4.30, 1.22, 0.98, 4.01, repro,
2012-12-29,55.68, 47.55, -4.97, 1.27, 1.01, 4.15, repro,
2012-12-30,56.22, 48.13, -5.22, 1.34, 1.06, 4.34, repro,
2012-12-31,56.18, 48.00, -5.11, 1.68, 1.31, 5.47, repro,
2013-01-01,55.64, 49.28, -10.72, 1.36, 1.08, 4.38, repro,
2013-01-02,55.75, 48.89, -5.96, 1.3, 1.04, 4.26, repro,
2013-01-03,56.04, 47.79, -7.41, 1.6, 1.27, 5.23, repro,
2013-01-04,55.46, 48.36, -4.48, 1.32, 1.06, 4.34, repro,
2013-01-05,55.47, 47.09, -3.93, 1.79, 1.41, 5.88, repro,
2013-01-06,55.71, 48.14, -5.03, 1.37, 1.09, 4.49, rern6,
2013-01-07,55.84, 47.54, -0.84, 1.63, 1.27, 5.34, rern6,
2013-01-08,55.42, 48.56, -1.08, 1.48, 1.17, 4.83, rern6,
2013-01-09,56.34, 46.72, -3.42, 1.7, 1.32, 5.57, rern6,
2013-01-10,55.05, 48.01, -6.25, 1.82, 1.43, 5.9, rern6,
2013-01-11,55.09, 48.11, -3.55, 1.81, 1.39, 5.87, rern6,
2013-01-12,55.83, 48.22, -6.21, 1.32, 1.03, 4.29, rern6,
2013-01-13,55.79, 48.34, -8.39, 1.32, 1.04, 4.32, rern6,
2013-01-14,55.98, 47.67, -7.85, 1.41, 1.1, 4.59, rern6,
2013-01-15,56.45, 48.29, -9.55, 1.22, 0.96, 4.03, rern6,
2013-01-16,55.81, 48.88, -8.03, 1.31, 1.02, 4.28, rern6,
2013-01-17,56.52, 48.65, -8.70, 1.35, 1.05, 4.42, rern6,
2013-01-18,55.95, 48.00, -5.32, 1.26, 0.98, 4.14, rern6,
2013-01-19,55.74, 47.50, -8.84, 1.19, 0.91, 3.92, rern6,
2013-01-20,55.90, 47.80, -9.88, 1.27, 0.97, 4.16, rern6,
2013-01-21,56.44, 47.74, -6.43, 1.23, 0.94, 4.05, rern6,
2013-01-22,55.81, 47.45, -3.43, 1.35, 1.02, 4.42, rern6,
2013-01-23,56.30, 46.57, -5.28, 1.43, 1.09, 4.65, rern6,
2013-01-24,56.31, 47.38, -6.45, 1.34, 1.02, 4.36, rern6,
2013-01-25,56.46, 48.35, -6.05, 1.79, 1.37, 5.88, rern6,
2013-01-26,56.95, 47.41, -2.19, 1.62, 1.24, 5.25, rern6,
2013-01-27,56.21, 47.48, -5.93, 1.54, 1.18, 5.03, rern6,
2013-01-28,55.59, 47.11, -4.42, 1.38, 1.05, 4.48, rern6,
2013-01-29,57.10, 48.04, -7.43, 1.5, 1.17, 4.86, rern6,
2013-01-30,56.87, 48.29, -9.15, 1.34, 1.03, 4.35, rern6,
2013-01-31,56.63, 47.83, -6.65, 1.27, 0.98, 4.15, rern6,
2013-02-01,57.52, 48.45, -7.40, 1.31, 0.99, 4.27, rern6,
2013-02-02,56.46, 49.14, -10.54, 1.29, 0.99, 4.21, rern6,
2013-02-03,56.27, 48.34, -3.45, 1.38, 1.06, 4.46, rern6,
2013-02-04,56.90, 47.98, -3.20, 1.4, 1.07, 4.59, rern6,
2013-02-05,56.15, 47.70, 0.05, 1.78, 1.33, 5.76, rern6,
2013-02-06,56.40, 47.34, -0.15, 1.67, 1.21, 5.32, rern6,
2013-02-07,56.76, 47.85, -0.65, 1.57, 1.18, 5.06, rern6,
2013-02-08,56.87, 47.80, -3.99, 1.32, 1, 4.33, rern6,
2013-02-09,57.88, 47.45, -5.80, 1.4, 1.05, 4.56, rern6,
2013-02-10,57.21, 48.02, -7.37, 1.33, 1, 4.28, rern6,
2013-02-11,57.23, 47.64, -4.15, 1.3, 0.99, 4.25, rern6,
2013-02-12,57.46, 48.71, -4.99, 1.47, 1.14, 4.76, rern6,
2013-02-13,56.94, 48.40, -4.30, 1.44, 1.1, 4.69, rern6,
2013-02-14,57.87, 48.78, -7.38, 1.33, 1.03, 4.32, rern6,
2013-02-15,57.44, 48.57, -11.55, 1.22, 0.94, 4, rern6,
2013-02-16,57.56, 48.67, -6.78, 1.47, 1.13, 4.85, rern6,
2013-02-17,57.81, 48.23, -2.97, 1.36, 1.04, 4.48, rern6,
2013-02-18,57.77, 48.18, -4.58, 1.44, 1.09, 4.72, rern6,
2013-02-19,57.17, 47.85, 1.74, 1.49, 1.13, 4.88, rern6,
2013-02-20,58.04, 47.97, -6.00, 1.29, 1, 4.28, rern6,
2013-02-21,56.63, 48.29, -2.46, 1.54, 1.18, 5.07, rern6,
2013-02-22,57.01, 47.41, -2.96, 1.5, 1.15, 4.95, rern6,
2013-02-23,57.38, 47.23, 2.14, 1.79, 1.35, 5.81, rern6,
2013-02-24,57.85, 48.61, -3.55, 1.42, 1.1, 4.7, rern6,
2013-02-25,57.78, 47.87, -0.73, 1.62, 1.25, 5.34, rern6,
2013-02-26,57.48, 49.43, -7.67, 1.39, 1.1, 4.61, rern6,
2013-02-27,57.41, 49.36, -8.39, 1.68, 1.29, 5.45, rern6,
2013-02-28,57.13, 49.45, -9.12, 1.41, 1.09, 4.61, rern6,
2013-03-01,57.84, 49.90, -9.04, 1.45, 1.12, 4.76, rern6,
2013-03-02,57.83, 48.30, -9.15, 1.33, 1.02, 4.35, rern6,
2013-03-03,57.52, 49.17, -4.90, 1.39, 1.07, 4.55, rern6,
2013-03-04,57.64, 48.90, -9.99, 1.38, 1.06, 4.53, rern6,
2013-03-05,57.12, 48.32, -9.15, 1.53, 1.17, 4.95, rern6,
2013-03-06,57.28, 46.75, -7.05, 1.26, 0.99, 4.16, rern6,
2013-03-07,55.66, 47.90, -6.26, 1.46, 1.13, 4.83, rern6,
2013-03-08,57.24, 47.78, -7.28, 1.34, 1.04, 4.39, rern6,
2013-03-09,57.47, 47.46, -8.51, 1.29, 1.01, 4.26, rern6,
2013-03-10,57.12, 48.78, -10.61, 1.45, 1.12, 4.74, rern6,
2013-03-11,56.32, 47.67, -8.97, 1.23, 0.95, 4.03, rern6,
2013-03-12,56.94, 45.96, -7.78, 1.43, 1.1, 4.67, rern6,
2013-03-13,56.84, 45.26, -2.81, 1.44, 1.11, 4.74, rern6,
2013-03-14,57.34, 44.97, -7.33, 1.73, 1.31, 5.66, rern6,
2013-03-15,57.08, 46.36, -9.90, 1.32, 1.03, 4.33, rern6,
2013-03-16,57.13, 45.76, -8.74, 1.47, 1.16, 4.81, rern6,
2013-03-17,56.61, 45.68, -3.01, 1.45, 1.12, 4.76, rern6,
2013-03-18,57.41, 45.27, -5.15, 1.25, 0.97, 4.1, rern6,
2013-03-19,56.55, 46.40, -6.87, 1.53, 1.17, 4.99, rern6,
2013-03-20,58.17, 44.26, 0.73, 1.78, 1.35, 5.81, rern6,
2013-03-21,57.15, 45.94, -1.45, 1.54, 1.19, 5.04, rern6,
2013-03-22,57.61, 46.40, -5.18, 1.62, 1.24, 5.29, rern6,
2013-03-23,57.72, 46.56, -7.34, 1.28, 1, 4.21, rern6,
